Wind speed,Distance to typhoon,rainfall,distance_first_impact,Experience,Elevation,Slope,slope_stdev,Population density,Poverty incidence,% skilled Agriculture/Forestry/Fishermen,% strong roof type,% strong wall type,rel
-1.620323749458832,1.331608784572163,-4.4687265238051745,2.9050185468546643,1.2370573454615543,-1.277479486724175,-1.0634960345139293,-0.39489495445520606,1.2523644402279785,-0.9272160374284054,-0.5846776389849595,0.7904675403438725,0.9531422550984799,0.00022252510945125129
-0.6340059444785532,0.5557581160756123,-1.413392435026863,1.1671744965728867,-1.4408866583859756,-0.3674658182351289,-0.5862966712462123,-0.5786566713820523,0.28825146997151474,-0.6367130209143391,-0.9236158881391735,0.47906003419604737,0.06616141748093961,0.0018957351680620258
-1.078500431423688,0.9710516822323854,0.43127529848353996,1.220913475417505,-1.4408866583859756,-0.1920451314584914,-0.36451531958140526,-0.5502921727649995,-0.06545901186577599,1.3139230886694295,1.0156093319005899,-0.22780440655626724,-0.739040990698903,0.010073445521771
-0.6340059444785532,0.6629582099774933,-1.6254822171561496,1.1044203848115335,-1.4408866583859756,0.4596593726065117,0.11983112719473338,0.04360728275208286,-0.015648968830481513,0.3875225696169942,0.34302833896052487,0.7857358832030387,0.34979291784943334,0.0005567928920643349
-1.078500431423688,0.832699301616573,-0.7905713456849981,1.0557214667125252,-1.4408866583859756,0.9093200381022383,0.5505217009377323,0.43450992633768803,0.01920187720230167,0.32206589477733405,0.6003477398326784,0.45550719131814876,0.26696870843431214,0.0006710659049003993
-1.078500431423688,1.0287895351318892,0.46601293128011845,1.2391545625144493,-1.4408866583859756,-0.7702989806608541,-0.46642761852853104,-0.335167008526524,0.18045929266108934,1.197815892390187,0.712939596797638,-0.5319743569524464,-0.8029720963711295,0.0014204089314370223
-0.6340059444785532,0.5549397007318132,-1.507703231503759,1.1427521740949511,-1.4408866583859756,-0.7978175652075725,-0.3727345940564555,-0.3918891002148591,0.7787697803675239,-0.39096033374677547,-0.6849851278599859,0.06531834336070488,-0.05091485851386286,0.003827069189595501
-0.6340059444785532,0.6645373526123108,-0.6889708367337034,1.260824733649869,-1.4408866583859756,0.022312839415946938,-0.18844489211114931,-0.2061825423453513,0.4372867198828839,-0.19985537183100216,-0.18840518774120713,0.6475823235575833,-0.23480814392054877,0.0002788104087654977
-1.078500431423688,1.0515476532534445,0.2287245474501954,1.209527967109811,-1.4408866583859756,-0.7858755445472013,-0.7759927791925237,-0.6494037133807806,0.4646938954872391,0.7581569732050649,0.5792234848072987,-0.11308955155789055,-0.13291327462675226,0.0001791713378571649
-0.2571413686104832,0.3529704365829296,-0.5506635961984345,1.3481252963371484,-0.9730520806968602,0.9885833450009681,0.6126957587581682,0.40748688811594375,-0.04914447374018536,-0.02187924040485166,-0.40740579372089436,-0.04554394205192907,-0.591997208010707,0.009145868994141793
-0.25071324188797905,0.3401293600492876,-0.539162858847853,1.3819261442671964,-0.9730520806968602,1.0195147581129917,0.6186160572408804,0.4884268568713528,-0.08389561119545466,0.9823317910854191,0.6294269722987459,-0.22837293323494057,-1.114497460192336,0.024252863446595597
-0.5493301074322536,0.6271454300214929,-0.8157719703498405,1.3695629739879458,-0.9730520806968602,0.6385547435285649,0.5905098627466644,0.4942484688420582,0.2934750428069915,-0.007385181699194156,5.75040234988481e-05,0.5909595844224592,-0.13566843229345515,0.00027633469605077695
-0.2933491856506919,0.4900890867092893,-0.2891353879545831,1.3931772225133445,-0.9730520806968602,0.8288517640392923,0.5999275653426454,0.3827401511550021,0.17985150330065283,0.8815535403444328,0.3567663911795367,0.11885392988933344,-0.43318862769854954,0.003160225951598053
-0.004084316614771688,0.24168553313639254,-0.4687289500364495,1.3405128295408755,-0.9730520806968602,0.874694513587399,0.6612049977463639,0.320501192667813,-0.2600116956244852,0.5848194295953969,-0.27340530760224174,0.2200424902160715,-1.0846854192811202,0.02394020754613736
-0.2571413686104832,0.47326829160063183,-1.760984320698737,1.3610118832126428,-0.9730520806968602,0.9952815924478161,0.6962318266851658,0.5110179071348608,0.5117057830027703,1.1267874171083918,0.05131757866925498,0.7737029794460969,-0.2743240388930067,0.02891261009659718
0.06998120044133829,0.06210450605336654,-0.736149391317852,1.3598186233238985,-0.9730520806968602,0.8900359949919334,0.979123025228764,0.6702249982767842,0.1573243257985284,1.0142350823393012,-0.05601165108683235,-0.22607372441549317,-0.8437222615572485,0.0564217758476804
0.04299962254594018,0.20418912695806746,-0.736149391317852,1.369192797937595,-0.9730520806968602,0.868678967190453,0.9495548762369712,0.6604086713976491,-0.10536499446839599,0.807226383787593,0.7542620891887446,-0.2660050030396122,-1.5382211013718492,0.039075774534802564
0.1224112838942934,0.03966484447447082,-0.8799261624023916,1.3341463882819746,-0.9730520806968602,0.9352575684525589,0.7141414366346542,0.6007700811951431,-0.1722679560294236,1.0111725945691585,0.6582476264802054,0.3962022603897546,-0.5634055427533742,0.04514205126154847
0.2309569159749688,-0.09618035002489413,-1.0342135260309449,1.3522889658569894,-0.9730520806968602,0.7037201201727753,0.33017204938274675,-0.09150663534381666,0.37251740671171607,0.4622850502703162,0.5063492806217331,-0.32281958701490104,-0.8041768599729978,0.08020476193280486
-1.078500431423688,0.8990454637286867,-0.4677973325319326,1.3966517037305664,-0.9730520806968602,0.1599231835953492,0.49230909782738236,0.42525537759894644,1.0755378800380857,-0.29416415143153635,-1.1643284932760651,0.5118294436261399,0.1175471825593942,0.00012069277633384473
0.3589746141122615,-0.24175566501123777,-1.578424611675019,1.3388500529610374,-0.9730520806968602,0.32791689017409037,-0.04409158361131825,-0.3137091037643763,0.6372855133171542,0.20916282682438053,0.6326087897415038,-0.10583273375846643,-0.5012677590946206,0.12175118395393411
-0.6632148568048171,0.7375563461847372,-0.859171128255502,1.3851614542064545,-0.9730520806968602,0.43182405890057135,0.3995270520655013,0.20271253498878428,0.4817299874302114,0.05719533484791408,-0.06590172970768912,0.5781173602527883,-0.6569096039502,0.003314965953967349
0.6025954777822917,-0.31390898052142285,-0.9851848336144348,1.1951655720866257,-1.4408866583859756,-0.23970618562352602,0.2661637668087518,0.25280018174137175,-0.12262258392401798,-0.3571371902498845,0.7040702955057211,0.30416367513499104,-0.5806558288484075,0.18820200493491063
0.66800571521118,-0.4160768065608751,-0.9811565759726973,1.20189081486686,-1.4408866583859756,0.22372156513890665,0.41175236832185963,0.05148333059190117,0.20894185182915345,-1.2621151688884769,-0.34171143157160755,0.4915156523666986,-0.32246020102753903,0.09893419131659559
0.9370722515669279,-0.7780179396958214,-0.9772760259094702,1.1809207322337367,-1.4408866583859756,0.11598664011707636,-0.19406886495131534,-0.26088229129109125,0.07720629627407317,0.25677610357739383,1.2725672606336558,0.4682068073466854,-0.5775193504858699,0.14291862437308428
0.7906509870267431,-0.535605334847907,-0.9772760259094702,1.1703529722024741,-1.4408866583859756,-0.23516645533145425,-0.19479088857584376,0.024424793291947265,-0.07939513032428658,0.038009233968867705,1.2564657858716282,0.34541825115736874,-0.43616811139670175,0.24074873116675177
1.0645879704110803,-0.9309916101440471,-1.485252647801256,1.2165868082448241,-1.4408866583859756,-0.18720565952261856,-0.2332104846619064,-0.3511671593864564,0.29219278153013356,0.43940070102867135,0.9524166279354359,0.22742420756134535,0.34294501601484134,0.11989023457471504
0.8781065159063413,-0.7035814598627873,-1.5427838493223234,1.2177244166746573,-1.4408866583859756,0.35324181308969704,-0.06617869182305575,-0.08867845972900328,0.15470442123885947,-0.44158305457545,0.5650235110125008,0.45145507885373487,0.3109699391884524,0.11242015843570877
1.0330442867746878,-1.0944418710972634,0.8123674872397431,0.42619489986468534,-1.4408866583859756,1.3765763463561993,0.8162529073971039,1.2001661825583145,-1.075166939633118,1.355811841122863,-0.7206783823597515,0.7094203350793696,-1.5601049893340238,0.0941021302334607
0.06998120044133829,0.252941899639251,1.4338238910686625,0.09360238854251988,-1.4408866583859756,0.7220831242315019,-0.41157900986828433,-0.14272575978860277,0.14913203390593516,0.9651039610951945,-0.33171283321583594,0.7827231373396806,-0.5246250399814609,0.0006742236101719874
